season_end_year,fbref_player_id,fbref_squad,player,minutes,file,column,value,kaggle_column
2023,75e60d75,Sampdoria,Ronaldo Vieira,815,big5_player_possession,PrgC_Carries,6.0,carries_prgc
2023,75e60d75,Sampdoria,Ronaldo Vieira,815,big5_player_possession,Succ_percent_Take,66.7,% Successful take-ons
2023,75e60d75,Sampdoria,Ronaldo Vieira,815,big5_player_shooting,npxG_Expected,0.4,Exp NPG
2023,75e60d75,Sampdoria,Ronaldo Vieira,815,big5_player_shooting,xG_Expected,0.4,Expected Goals
2023,75e60d75,Sampdoria,Ronaldo Vieira,815,big5_player_standard,PrgC_Progression,6.0,Progressive Carries
2023,75e60d75,Sampdoria,Ronaldo Vieira,815,big5_player_standard,PrgP_Progression,39.0,Progressive Passes
2023,75e60d75,Sampdoria,Ronaldo Vieira,815,big5_player_standard,npxG_Expected,0.4,Exp NPG
2023,75e60d75,Sampdoria,Ronaldo Vieira,815,big5_player_standard,xG_Expected,0.4,Expected Goals
2023,4acd733a,Southampton,Valery,45,big5_player_defense,Clr,3.0,Clearances
2023,4acd733a,Southampton,Valery,45,big5_player_defense,Err,0.0,Errors made
2023,4acd733a,Southampton,Valery,45,big5_player_defense,Pass_Blocks,1.0,Passes blocked
2023,4acd733a,Southampton,Valery,45,big5_player_defense,Sh_Blocks,0.0,Shots blocked
2023,4acd733a,Southampton,Valery,45,big5_player_defense,Tkl_Tackles,0.0,Tackles attempted
2023,4acd733a,Southampton,Valery,45,big5_player_misc,Won_percent_Aerial,100.0,% Aerial Duels won
2023,4acd733a,Southampton,Valery,45,big5_player_possession,Att_Take,0.0,Take ons attempted
2023,4acd733a,Southampton,Valery,45,big5_player_possession,CPA_Carries,0.0,carries penalty area
2023,4acd733a,Southampton,Valery,45,big5_player_possession,Def Pen_Touches,3.0,touches_def_pen
2023,4acd733a,Southampton,Valery,45,big5_player_possession,Dis_Carries,3.0,Possessions lost
2023,4acd733a,Southampton,Valery,45,big5_player_possession,Final_Third_Carries,1.0,carries final 3rd
2023,4acd733a,Southampton,Valery,45,big5_player_possession,PrgC_Carries,0.0,carries_prgc
2023,4acd733a,Southampton,Valery,45,big5_player_possession,Succ_percent_Take,0.0,% Successful take-ons
2023,4acd733a,Southampton,Valery,45,big5_player_shooting,G_per_Sh_Standard,0.0,Goals per shot
2023,4acd733a,Southampton,Valery,45,big5_player_shooting,G_per_SoT_Standard,0.0,Goals per shot on target
2023,4acd733a,Southampton,Valery,45,big5_player_shooting,SoT_percent_Standard,0.0,% Shots on target
2023,4acd733a,Southampton,Valery,45,big5_player_shooting,npxG_Expected,0.0,Exp NPG
2023,4acd733a,Southampton,Valery,45,big5_player_shooting,xG_Expected,0.0,Expected Goals
2023,4acd733a,Southampton,Valery,45,big5_player_standard,PrgC_Progression,0.0,Progressive Carries
2023,4acd733a,Southampton,Valery,45,big5_player_standard,PrgP_Progression,0.0,Progressive Passes
2023,4acd733a,Southampton,Valery,45,big5_player_standard,npxG_Expected,0.0,Exp NPG
2023,4acd733a,Southampton,Valery,45,big5_player_standard,xG_Expected,0.0,Expected Goals
2023,75e60d75,Torino,Ronaldo Vieira,16,big5_player_defense,Clr,2.0,Clearances
2023,75e60d75,Torino,Ronaldo Vieira,16,big5_player_defense,Err,0.0,Errors made
2023,75e60d75,Torino,Ronaldo Vieira,16,big5_player_defense,Pass_Blocks,0.0,Passes blocked
2023,75e60d75,Torino,Ronaldo Vieira,16,big5_player_defense,Sh_Blocks,0.0,Shots blocked
2023,75e60d75,Torino,Ronaldo Vieira,16,big5_player_defense,Tkl_Tackles,1.0,Tackles attempted
2023,75e60d75,Torino,Ronaldo Vieira,16,big5_player_misc,Won_percent_Aerial,0.0,% Aerial Duels won
2023,75e60d75,Torino,Ronaldo Vieira,16,big5_player_possession,Att_Take,0.0,Take ons attempted
2023,75e60d75,Torino,Ronaldo Vieira,16,big5_player_possession,CPA_Carries,0.0,carries penalty area
2023,75e60d75,Torino,Ronaldo Vieira,16,big5_player_possession,Def Pen_Touches,3.0,touches_def_pen
2023,75e60d75,Torino,Ronaldo Vieira,16,big5_player_possession,Dis_Carries,1.0,Possessions lost
2023,75e60d75,Torino,Ronaldo Vieira,16,big5_player_possession,Final_Third_Carries,0.0,carries final 3rd
2023,75e60d75,Torino,Ronaldo Vieira,16,big5_player_possession,PrgC_Carries,0.0,carries_prgc
2023,75e60d75,Torino,Ronaldo Vieira,16,big5_player_possession,Succ_percent_Take,0.0,% Successful take-ons
2023,75e60d75,Torino,Ronaldo Vieira,16,big5_player_shooting,G_per_Sh_Standard,0.0,Goals per shot
2023,75e60d75,Torino,Ronaldo Vieira,16,big5_player_shooting,G_per_SoT_Standard,0.0,Goals per shot on target
2023,75e60d75,Torino,Ronaldo Vieira,16,big5_player_shooting,SoT_percent_Standard,0.0,% Shots on target
2023,75e60d75,Torino,Ronaldo Vieira,16,big5_player_shooting,npxG_Expected,0.0,Exp NPG
2023,75e60d75,Torino,Ronaldo Vieira,16,big5_player_shooting,xG_Expected,0.0,Expected Goals
2023,75e60d75,Torino,Ronaldo Vieira,16,big5_player_standard,PrgC_Progression,0.0,Progressive Carries
2023,75e60d75,Torino,Ronaldo Vieira,16,big5_player_standard,PrgP_Progression,1.0,Progressive Passes
2023,75e60d75,Torino,Ronaldo Vieira,16,big5_player_standard,npxG_Expected,0.0,Exp NPG
2023,75e60d75,Torino,Ronaldo Vieira,16,big5_player_standard,xG_Expected,0.0,Expected Goals
2023,51590dff,Toulouse,Thijs Dallinga,2353,big5_player_defense,Clr,20.0,Clearances
2023,51590dff,Toulouse,Thijs Dallinga,2353,big5_player_defense,Err,0.0,Errors made
2023,51590dff,Toulouse,Thijs Dallinga,2353,big5_player_defense,Pass_Blocks,14.0,Passes blocked
2023,51590dff,Toulouse,Thijs Dallinga,2353,big5_player_defense,Sh_Blocks,3.0,Shots blocked
2023,51590dff,Toulouse,Thijs Dallinga,2353,big5_player_defense,Tkl_Tackles,8.0,Tackles attempted
2023,51590dff,Toulouse,Thijs Dallinga,2353,big5_player_misc,Won_percent_Aerial,45.2,% Aerial Duels won
2023,51590dff,Toulouse,Thijs Dallinga,2353,big5_player_possession,Att_Take,24.0,Take ons attempted
2023,51590dff,Toulouse,Thijs Dallinga,2353,big5_player_possession,CPA_Carries,8.0,carries penalty area
2023,51590dff,Toulouse,Thijs Dallinga,2353,big5_player_possession,Def Pen_Touches,24.0,touches_def_pen
2023,51590dff,Toulouse,Thijs Dallinga,2353,big5_player_possession,Dis_Carries,18.0,Possessions lost
2023,51590dff,Toulouse,Thijs Dallinga,2353,big5_player_possession,Final_Third_Carries,21.0,carries final 3rd
2023,51590dff,Toulouse,Thijs Dallinga,2353,big5_player_possession,PrgC_Carries,23.0,carries_prgc
2023,51590dff,Toulouse,Thijs Dallinga,2353,big5_player_possession,Succ_percent_Take,41.7,% Successful take-ons
2023,51590dff,Toulouse,Thijs Dallinga,2353,big5_player_shooting,npxG_Expected,9.8,Exp NPG
2023,51590dff,Toulouse,Thijs Dallinga,2353,big5_player_shooting,xG_Expected,9.8,Expected Goals
2023,51590dff,Toulouse,Thijs Dallinga,2353,big5_player_standard,PrgC_Progression,23.0,Progressive Carries
2023,51590dff,Toulouse,Thijs Dallinga,2353,big5_player_standard,PrgP_Progression,30.0,Progressive Passes
2023,51590dff,Toulouse,Thijs Dallinga,2353,big5_player_standard,npxG_Expected,9.8,Exp NPG
2023,51590dff,Toulouse,Thijs Dallinga,2353,big5_player_standard,xG_Expected,9.8,Expected Goals
2023,45d96179,Valencia,Hugo Guillamón,1632,big5_player_defense,Clr,30.0,Clearances
2023,45d96179,Valencia,Hugo Guillamón,1632,big5_player_defense,Err,2.0,Errors made
2023,45d96179,Valencia,Hugo Guillamón,1632,big5_player_defense,Pass_Blocks,12.0,Passes blocked
2023,45d96179,Valencia,Hugo Guillamón,1632,big5_player_defense,Sh_Blocks,2.0,Shots blocked
2023,45d96179,Valencia,Hugo Guillamón,1632,big5_player_defense,Tkl_Tackles,20.0,Tackles attempted
2023,45d96179,Valencia,Hugo Guillamón,1632,big5_player_misc,Won_percent_Aerial,50.0,% Aerial Duels won
2023,45d96179,Valencia,Hugo Guillamón,1632,big5_player_possession,Att_Take,5.0,Take ons attempted
2023,45d96179,Valencia,Hugo Guillamón,1632,big5_player_possession,CPA_Carries,0.0,carries penalty area
2023,45d96179,Valencia,Hugo Guillamón,1632,big5_player_possession,Def Pen_Touches,60.0,touches_def_pen
2023,45d96179,Valencia,Hugo Guillamón,1632,big5_player_possession,Dis_Carries,15.0,Possessions lost
2023,45d96179,Valencia,Hugo Guillamón,1632,big5_player_possession,Final_Third_Carries,15.0,carries final 3rd
2023,45d96179,Valencia,Hugo Guillamón,1632,big5_player_possession,PrgC_Carries,11.0,carries_prgc
2023,45d96179,Valencia,Hugo Guillamón,1632,big5_player_possession,Succ_percent_Take,20.0,% Successful take-ons
2023,45d96179,Valencia,Hugo Guillamón,1632,big5_player_shooting,npxG_Expected,0.3,Exp NPG
2023,45d96179,Valencia,Hugo Guillamón,1632,big5_player_shooting,xG_Expected,1.1,Expected Goals
2023,45d96179,Valencia,Hugo Guillamón,1632,big5_player_standard,PrgC_Progression,11.0,Progressive Carries
2023,45d96179,Valencia,Hugo Guillamón,1632,big5_player_standard,PrgP_Progression,101.0,Progressive Passes
2023,45d96179,Valencia,Hugo Guillamón,1632,big5_player_standard,npxG_Expected,0.3,Exp NPG
2023,45d96179,Valencia,Hugo Guillamón,1632,big5_player_standard,xG_Expected,1.1,Expected Goals
2023,589449ec,Wolfsburg,Omar Marmoush,1476,big5_player_defense,Clr,4.0,Clearances
2023,589449ec,Wolfsburg,Omar Marmoush,1476,big5_player_defense,Err,0.0,Errors made
2023,589449ec,Wolfsburg,Omar Marmoush,1476,big5_player_defense,Pass_Blocks,20.0,Passes blocked
2023,589449ec,Wolfsburg,Omar Marmoush,1476,big5_player_defense,Sh_Blocks,1.0,Shots blocked
2023,589449ec,Wolfsburg,Omar Marmoush,1476,big5_player_defense,Tkl_Tackles,16.0,Tackles attempted
2023,589449ec,Wolfsburg,Omar Marmoush,1476,big5_player_misc,Won_percent_Aerial,48.9,% Aerial Duels won
2023,589449ec,Wolfsburg,Omar Marmoush,1476,big5_player_possession,Att_Take,99.0,Take ons attempted
2023,589449ec,Wolfsburg,Omar Marmoush,1476,big5_player_possession,CPA_Carries,22.0,carries penalty area
2023,589449ec,Wolfsburg,Omar Marmoush,1476,big5_player_possession,Def Pen_Touches,10.0,touches_def_pen
2023,589449ec,Wolfsburg,Omar Marmoush,1476,big5_player_possession,Dis_Carries,42.0,Possessions lost
2023,589449ec,Wolfsburg,Omar Marmoush,1476,big5_player_possession,Final_Third_Carries,31.0,carries final 3rd
2023,589449ec,Wolfsburg,Omar Marmoush,1476,big5_player_possession,PrgC_Carries,36.0,carries_prgc
2023,589449ec,Wolfsburg,Omar Marmoush,1476,big5_player_possession,Succ_percent_Take,38.4,% Successful take-ons
2023,589449ec,Wolfsburg,Omar Marmoush,1476,big5_player_shooting,npxG_Expected,6.1,Exp NPG
2023,589449ec,Wolfsburg,Omar Marmoush,1476,big5_player_shooting,xG_Expected,6.1,Expected Goals
2023,589449ec,Wolfsburg,Omar Marmoush,1476,big5_player_standard,PrgC_Progression,36.0,Progressive Carries
2023,589449ec,Wolfsburg,Omar Marmoush,1476,big5_player_standard,PrgP_Progression,51.0,Progressive Passes
2023,589449ec,Wolfsburg,Omar Marmoush,1476,big5_player_standard,npxG_Expected,6.1,Exp NPG
2023,589449ec,Wolfsburg,Omar Marmoush,1476,big5_player_standard,xG_Expected,6.1,Expected Goals
2024,9ace87ba,Celta Vigo,Javier Rueda Garcia,20,big5_player_defense,Clr,0.0,Clearances
2024,9ace87ba,Celta Vigo,Javier Rueda Garcia,20,big5_player_defense,Err,0.0,Errors made
2024,9ace87ba,Celta Vigo,Javier Rueda Garcia,20,big5_player_defense,Pass_Blocks,0.0,Passes blocked
2024,9ace87ba,Celta Vigo,Javier Rueda Garcia,20,big5_player_defense,Sh_Blocks,0.0,Shots blocked
2024,9ace87ba,Celta Vigo,Javier Rueda Garcia,20,big5_player_defense,Tkl_Tackles,0.0,Tackles attempted
2024,9ace87ba,Celta Vigo,Javier Rueda Garcia,20,big5_player_misc,Won_percent_Aerial,0.0,% Aerial Duels won
2024,9ace87ba,Celta Vigo,Javier Rueda Garcia,20,big5_player_possession,Att_Take,0.0,Take ons attempted
2024,9ace87ba,Celta Vigo,Javier Rueda Garcia,20,big5_player_possession,CPA_Carries,0.0,carries penalty area
2024,9ace87ba,Celta Vigo,Javier Rueda Garcia,20,big5_player_possession,Def Pen_Touches,0.0,touches_def_pen
2024,9ace87ba,Celta Vigo,Javier Rueda Garcia,20,big5_player_possession,Dis_Carries,0.0,Possessions lost
2024,9ace87ba,Celta Vigo,Javier Rueda Garcia,20,big5_player_possession,Final_Third_Carries,1.0,carries final 3rd
2024,9ace87ba,Celta Vigo,Javier Rueda Garcia,20,big5_player_possession,PrgC_Carries,0.0,carries_prgc
2024,9ace87ba,Celta Vigo,Javier Rueda Garcia,20,big5_player_possession,Succ_percent_Take,0.0,% Successful take-ons
2024,9ace87ba,Celta Vigo,Javier Rueda Garcia,20,big5_player_shooting,G_per_Sh_Standard,0.0,Goals per shot
2024,9ace87ba,Celta Vigo,Javier Rueda Garcia,20,big5_player_shooting,G_per_SoT_Standard,0.0,Goals per shot on target
2024,9ace87ba,Celta Vigo,Javier Rueda Garcia,20,big5_player_shooting,SoT_percent_Standard,0.0,% Shots on target
2024,9ace87ba,Celta Vigo,Javier Rueda Garcia,20,big5_player_shooting,npxG_Expected,0.0,Exp NPG
2024,9ace87ba,Celta Vigo,Javier Rueda Garcia,20,big5_player_shooting,xG_Expected,0.0,Expected Goals
2024,9ace87ba,Celta Vigo,Javier Rueda Garcia,20,big5_player_standard,PrgC_Progression,0.0,Progressive Carries
2024,9ace87ba,Celta Vigo,Javier Rueda Garcia,20,big5_player_standard,PrgP_Progression,1.0,Progressive Passes
2024,9ace87ba,Celta Vigo,Javier Rueda Garcia,20,big5_player_standard,npxG_Expected,0.0,Exp NPG
2024,9ace87ba,Celta Vigo,Javier Rueda Garcia,20,big5_player_standard,xG_Expected,0.0,Expected Goals
